韻	字	簡化字	推導音	校正音	註
iung	匑		jung1		
iung	匑		qung1		
iung	焪		qung1		
iung	䢼		jung1		
iung	傾	倾	qung1		
iung	嗈		yung1		
iung	嫈		yung1		
iung	嵩		siung1		
iung	硹		siung1		
iung	躳		jung1		
iung	雍		yung1		
iung	㴦		jung1		
iung	摐		ciung1		
iung	蜙		siung1		
iung	銎		qung1		
iung	銎		xung1		
iung	暰		ciung1		
iung	樅	枞	ciung1		
iung	樅	枞	ziung1		
iung	熧		ziung1		
iung	瑽		ciung1		
iung	駉		jung1		
iung	噰		yung1		
iung	壅		yung1		
iung	澭		yung1		
iung	磫		ziung1		
iung	縈	萦	yung1		
iung	蕹		yung1		
iung	褮		yung1		
iung	郺		yung1		
iung	駫		jung1		
iung	髸		jung1		
iung	䐫		ciung1		
iung	䗥		ciung1		
iung	䳍		jung1		
iung	縱	纵	ziung1		
iung	㻾		yung1		
iung	䡮		ziung1		
iung	豵		ziung1		
iung	蹤	踪	ziung1		
iung	雝		yung1		
iung	鬆	松	ciung1		
iung	鬆	松	siung1		
iung	䪯		yung1		
iung	瀠	潆	yung1		
iung	罋		yung1		
iung	鏦		ciung1		
iung	廱	痈	yung1		
iung	灉		yung1		
iung	饔		yung1		
iung	龔	龚	jung1		
iung	癰	痈	yung1		
iung	𢄋		yung1		
iung	𢔋		siung1		
iung	𢞏		qung1		
iung	𣕄		jung1		
iung	𣧑		xung1		
iung	𣯨		ziung1		
iung	𤱨		jung1		
iung	𥡬		ciung1		
iung	𥳎		qung1		
iung	𦵡		qung1		
iung	𧊕		siung1		
iung	𧧗		xung1		
iung	𧴗		yung1		
iung	𧵣		xung1		
iung	𧺣		ciung1		
iung	𧺣		ziung1		
iung	𨑪		ciung1		
iung	𨱿		siung1		
iung	𪀚		siung1		
iung	𪄉		yung1		
iung	𪕍		jung1		
iung	从		ciung2		
iung	邛		qung2		
iung	㝐		yung2		
iung	肜		yung2		
iung	松		siung2		
iung	㚅		liung2		
iung	桏		qung2		
iung	容		yung2		
iung	䂬		qung2		
iung	䅃		qung2		
iung	䡆		yung2		
iung	庸		yung2		
iung	從	从	ciung2		
iung	淞		siung2		
iung	筇		qung2		
iung	訟	讼	siung2		
iung	赹		qung2		
iung	隆		liung2		
iung	傛		yung2		
iung	喁		yung2		
iung	惸		qung2		
iung	揘		yung2		
iung	焭		qung2		
iung	舼		qung2		
iung	蛩		qung2		
iung	蛬		qung2		
iung	雄		yung2		
iung	傭	佣	yung2		
iung	塋	茔	yung2		
iung	嵱		yung2		
iung	搈		yung2		
iung	溶		yung2		
iung	煢	茕	qung2		
iung	睘		qung2		
iung	蓉		yung2		
iung	輁		qung2		
iung	鄘		yung2		
iung	頌	颂	yung2		
iung	㒌		qung2		
iung	㟾		yung2		
iung	㣑		yung2		
iung	㮤		siung2		
iung	㺎		yung2		
iung	㼸		yung2		
iung	墉		yung2		
iung	榮	荣	yung2		
iung	滎	荥	xung2		
iung	滽		yung2		
iung	熊		yung2		
iung	熒	荧	xung2		
iung	瑢		yung2		
iung	䁝		xung2		
iung	䁝		yung2		
iung	槦		yung2		
iung	禜		yung2		
iung	窮	穷	qung2		
iung	褣		yung2		
iung	銿		yung2		
iung	瑩	莹	yung2		
iung	㺜		niung2		
iung	䈶		yung2		
iung	嬛		qung2		
iung	憌		qung2		
iung	濃	浓	niung2		
iung	營	营	yung2		
iung	璚		qung2		
iung	癃		liung2		
iung	窿		liung2		
iung	融		yung2		
iung	螢	萤	xung2		
iung	褮		xung2		
iung	䗤		yung2		
iung	嶸	嵘	yung2		
iung	檂		niung2		
iung	濴		yung2		
iung	藑		qung2		
iung	謍		yung2		
iung	龍	龙	liung2		
iung	瓊	琼	qung2		
iung	穠		niung2		
iung	藭		qung2		
iung	襛		niung2		
iung	鎔	熔	yung2		
iung	鎣	蓥	yung2		
iung	顒		yung2		
iung	瀜		yung2		
iung	蘢	茏	liung2		
iung	鏞	镛	yung2		
iung	霳		liung2		
iung	蠑	蝾	yung2		
iung	醲		niung2		
iung	鰅		yung2		
iung	鱅		yung2		
iung	籠	笼	liung2		
iung	躘		liung2		
iung	驡		liung2		
iung	鸗		liung2		
iung	𠌖		qung2		
iung	𡞦		qung2		
iung	𢗋		qung2		
iung	𢧳		yung2		
iung	𢶇		qung2		
iung	𤛑		yung2		
iung	𤤶		qung2		
iung	𤮇		yung2		
iung	𥨪		qung2		
iung	𥳎		qung2		
iung	𦤘		yung2		
iung	𦨰		qung2		
iung	𦪽		liung2		
iung	𦭭		qung2		
iung	𦽓		qung2		
iung	𦾵		qung2		
iung	𧴄		yung2		
iung	𧵣		xung2		
iung	𨍶		qung2		
iung	𨑊		niung2		
iung	𨲟		yung2		
iung	𨲳		niung2		
iung	𩀰		ciung2		
iung	𩢽		qung2		
iung	𩤛		yung2		
iung	𩬰		qung2		
iung	𪃾		yung2		
iung	𪅟		yung2		
iung	𪒬		niung2		
iung	𪔳		liung2		
iung	𪚝		liung2		
iung	𪚠		liung2		
iung	孓		jung3		
iung	廾		jung3		
iung	冋		xung4		
iung	永		yung3		
iung	用		yung4		
iung	兇	凶	xung3		
iung	共		jung4		
iung	吅		siung4		
iung	巩		jung3		
iung	囧		jung3		
iung	甬		yung3		
iung	供		jung4		
iung	咏		yung4		
iung	泂		xung4		
iung	泳		yung4		
iung	炅		jung3		
iung	苘		qung3		
iung	迥		xung4		
iung	㤨		jung3		
iung	㧬		jung3		
iung	俑		yung3		
iung	勇		yung3		
iung	拱		jung3		
iung	栐		yung3		
iung	洶	汹	xung3		
iung	炯		jung3		
iung	炯		xung4		
iung	㼦		jung3		
iung	埇		yung3		
iung	恐		qung3		
iung	恐		qung4		
iung	悀		yung3		
iung	悚		siung3		
iung	拲		jung3		
iung	栱		jung3		
iung	涌		yung3		
iung	烓		qung3		
iung	珙		jung3		
iung	䂬		jung3		
iung	䅃		jung4		
iung	從	从	ziung4		
iung	恿		yung3		
iung	絅		qung3		
iung	訟	讼	siung4		
iung	頃	顷	qung3		
iung	傛		yung3		
iung	湧	涌	yung3		
iung	焪		qung4		
iung	煚		jung3		
iung	竦		siung3		
iung	蛬		jung3		
iung	詗		xung3		
iung	詗		xung4		
iung	詠	咏	yung4		
iung	㙙		liung3		
iung	䡗		jung3		
iung	傱		siung3		
iung	塎		yung3		
iung	愯		siung3		
iung	溶		yung3		
iung	蛹		yung3		
iung	詾		xung3		
iung	輁		jung3		
iung	雍		yung4		
iung	頌	颂	siung4		
iung	慂		yung3		
iung	煛		jung3		
iung	誦	诵	siung4		
iung	踊		yung3		
iung	頔		qung3		
iung	㯋		jung3		
iung	䛪		qung4		
iung	䠻		qung4		
iung	慫	怂	siung3		
iung	憬		jung3		
iung	敻		xung4		
iung	潁	颍	yung3		
iung	熲		jung3		
iung	禜		yung4		
iung	鞏	巩	jung3		
iung	瑩	莹	yung4		
iung	㙲		yung4		
iung	壅		yung3		
iung	擁	拥	yung3		
iung	暻		jung3		
iung	璟		jung3		
iung	瘲		ziung4		
iung	穎	颖	yung3		
iung	褧		qung3		
iung	趥		ciung4		
iung	踴	踊	yung3		
iung	䔛		qung3		
iung	䙕		siung3		
iung	䙕		ziung3		
iung	䠗		xung4		
iung	䱋		jung3		
iung	濙		yung3		
iung	縱	纵	ziung4		
iung	聳	耸	siung3		
iung	臃		yung3		
iung	醟		xung4		
iung	醟		yung4		
iung	顈		qung3		
iung	駷		siung3		
iung	㩩		qung3		
iung	儱		liung4		
iung	檾		qung3		
iung	瀅	滢	yung4		
iung	臩		jung3		
iung	鎣	蓥	yung4		
iung	隴	陇	liung3		
iung	壠		liung3		
iung	矎		xung4		
iung	龏		jung4		
iung	壟	垄	liung3		
iung	㩳		siung3		
iung	灉		yung4		
iung	贚		liung4		
iung	躘		liung4		
iung	𠖷		jung3		
iung	𢖶		qung3		
iung	𢖶		qung4		
iung	𢣙		yung4		
iung	𢪒		jung3		
iung	𢫨		niung4		
iung	𢶜		yung3		
iung	𢸁		jung3		
iung	𦄼		siung3		
iung	𦬺		xung3		
iung	𦳖		xung4		
iung	𦶐		qung3		
iung	𦶐		qung4		
iung	𧍮		jung3		
iung	𧗴		yung3		
iung	𧻹		yung3		
iung	𧽒		xung4		
iung	𩒵		qung3		
iung	𩚱		jung3		
韻	字	簡化字	推導音	校正音	罕用標記	註
u	乀		fu1		
u	卜		bu1		
u	亍		chu1		
u	兀		wu1		
u	勿		wu1		
u	夫		fu1		
u	巿		fu1		
u	攴		pu1		
u	木		mu1		
u	不		bu1		
u	不		fu1		
u	出		chu1		
u	圣		ku1		
u	弗		fu1		
u	扑		pu1		
u	疋		shu1		
u	目		mu1		
u	㢪		ku1		
u	㢪		wu1		
u	伆		wu1		
u	刖		wu1		
u	圬		wu1		
u	尗		shu1		
u	屼		wu1		
u	扝		ku1		
u	扝		wu1		
u	扢		gu1		
u	扤		wu1		
u	朱		zhu1		
u	朷		mu1		
u	汚		wu1		
u	污		wu1		
u	甪	角	lu1		
u	甶		fu1		
u	竹		zhu1		
u	肉		rhu1		
u	虍		hu1		
u	邞		fu1		
u	列		zhu1		
u	㑁		zhu1		
u	㒴		gu1		
u	㕯		nu1		
u	㠸		fu1		
u	㩿		ku1		
u	冹		fu1		
u	刜		fu1		
u	初		chu1		
u	告		ku1		
u	呋		fu1		
u	妋		fu1		
u	孚		fu1		
u	宊		tu1		
u	岉		wu1		
u	扶		fu1		
u	抐		nu1		
u	杇	圬	wu1		
u	杌		wu1		
u	束		shu1		
u	汩		gu1		
u	沃		wu1		
u	沐		mu1		
u	沕		wu1		
u	禿	秃	tu1		
u	秃		tu1		
u	芴		wu1		
u	芾		fu1		
u	角		lu1		
u	谷		gu1		
u	谷		lu1		
u	㤕		chu1		
u	㤕		zhu1		
u	侏		zhu1		
u	刳		ku1		
u	卒		cu1		
u	卒		zu1		
u	叔		shu1		
u	呱		gu1		
u	呼		hu1		
u	咄		du1		
u	咕		gu1		
u	坶		mu1		
u	姇		fu1		
u	姑		gu1		
u	孤		gu1		
u	帗		fu1		
u	彔		lu1		
u	彿	佛	fu1		
u	忽		hu1		
u	怵		chu1		
u	抪		bu1		
u	拂		fu1		
u	於		wu1		
u	昒		hu1		
u	昒		wu1		
u	曶		hu1		
u	沮		zhu1		
u	沽		gu1		
u	泏		ku1		
u	泏		zhu1		
u	泒		gu1		
u	泭		fu1		
u	牧		mu1		
u	物		wu1		
u	玞		fu1		
u	矹		wu1		
u	矻		ku1		
u	竺		du1		
u	竺		zhu1		
u	肤		fu1		
u	肧		fu1		
u	肭		nu1		
u	苖		chu1		
u	苜		mu1		
u	苸		hu1		
u	苽		gu1		
u	茀		fu1		
u	茁		zhu1		
u	豖	亍	chu1		
u	邾		zhu1		
u	郀		ku1		
u	㑛		shu1		
u	㑛		su1		
u	㕊		fu1		
u	㞕		su1		
u	㱠		ku1		
u	䃿		fu1		
u	䄮		fu1		
u	䑢		wu1		
u	䧊		ku1		
u	俘		fu1		
u	咮		zhu1		
u	咰		shu1		
u	姝		chu1		
u	屋		wu1		
u	帥	帅	shu1		
u	怤		fu1		
u	恗		hu1		
u	挎		ku1		
u	昢		pu1		
u	枯		ku1		
u	柎		fu1		
u	柧		gu1		
u	柫		fu1		
u	柮		du1		
u	柷		chu1		
u	柷		zhu1		
u	欪		chu1		
u	洬		su1		
u	洿		wu1		
u	炪		chu1		
u	祓		fu1		
u	祝		zhu1		
u	胍		gu1		
u	胐		ku1		
u	茿		zhu1		
u	荂		fu1		
u	衭		fu1		
u	郙		fu1		
u	郛		fu1		
u	郜		ku1		
u	陠		bu1		
u	陠		pu1		
u	骨		gu1		
u	㙁		mu1		
u	㛘		pu1		
u	㦵		zhu1		
u	㼋		gu1		
u	㽾		wu1		
u	㾁		hu1		
u	㾇		mu1		
u	䂐		zhu1		
u	俶		chu1		
u	倅		zu1		
u	倏		shu1		
u	倐		shu1		
u	剢		du1		
u	匫		hu1		
u	哭		ku1		
u	哱		pu1		
u	哹		fu1		
u	唂		gu1		
u	娽		lu1		
u	尃		fu1		
u	峬		bu1		
u	庩		tu1		
u	庯		bu1		
u	悇		tu1		
u	捈		tu1		
u	敊		chu1		
u	書	书	shu1		
u	朒		rhu1		
u	株		zhu1		
u	毣		mu1		
u	涑		su1		
u	烏	乌	wu1		
u	珠		zhu1		
u	畜		chu1		
u	租		zu1		
u	秠		fu1		
u	窋		zhu1		
u	笏		hu1		
u	紑		fu1		
u	紓	纾	shu1		
u	罛		gu1		
u	芻	刍	chu1		
u	荲		chu1		
u	莤		shu1		
u	莩		fu1		
u	蚞		mu1		
u	衃		fu1		
u	衄		rhu1		
u	軏		wu1		
u	辱		rhu1		
u	逋		bu1		
u	透		shu1		
u	速		su1		
u	㙇		chu1		
u	㣎		mu1		
u	㥆		tu1		
u	㧾		ku1		
u	㲗		fu1		
u	䝆		hu1		
u	䦍		wu1		
u	䯇		ku1		
u	偪	逼	fu1		
u	剭		wu1		
u	副		fu1		
u	啄		du1		
u	啒		gu1		
u	啒		hu1		
u	埱		chu1		
u	堀		ku1		
u	惚		hu1		
u	掓		shu1		
u	晡		bu1		
u	桴		fu1		
u	梀		chu1		
u	梀		cu1		
u	梀		su1		
u	梌		tu1		
u	梏		ku1		
u	梳		shu1		
u	棁		tu1		
u	殍		fu1		
u	殐		su1		
u	淈		gu1		
u	淥	渌	lu1		
u	淴		wu1		
u	渌		lu1		
u	焅		ku1		
u	牿		ku1		
u	猝		cu1		
u	猪		zhu1		
u	珿		chu1		
u	盓		wu1		
u	硃	朱	zhu1		
u	硉		lu1		
u	祰		ku1		
u	秼		zhu1		
u	笰		fu1		
u	紨		fu1		
u	紱	绂	fu1		
u	紼	绋	fu1		
u	絀	绌	zhu1		
u	翇		fu1		
u	艴		fu1		
u	菇		gu1		
u	菰		gu1		
u	菹		zhu1		
u	菽		shu1		
u	虖	呼	hu1		
u	蛄		gu1		
u	袾		chu1		
u	袾		zhu1		
u	觕		chu1		
u	觕		cu1		
u	訥	讷	nu1		
u	趺		fu1		
u	逫		zhu1		
u	鄃		shu1		
u	釫		wu1		
u	隃		shu1		
u	鹿		lu1		
u	率		shu1		
u	㑳		zhu1		
u	㙏		fu1		
u	㡏		shu1		
u	㡔		mu1		
u	㪐		lu1		
u	㪖		lu1		
u	㰲		zhu1		
u	㲞		su1		
u	㻌		tu1		
u	䀰		gu1		
u	䇬		chu1		
u	䟣		chu1		
u	䩐		hu1		
u	傗		chu1		
u	喌		zhu1		
u	嗢		wu1		
u	媢		mu1		
u	尳		gu1		
u	属		zhu1		
u	幅		fu1		
u	愲		gu1		
u	揾		wu1		
u	棴		su1		
u	琡		chu1		
u	琡		zhu1		
u	琭		lu1		
u	疎		shu1		
u	疏		shu1		
u	痡		fu1		
u	痡		pu1		
u	硞		ku1		
u	禄		lu1		
u	秿		bu1		
u	秿		fu1		
u	稃		fu1		
u	稌		tu1		
u	筑		zhu1		
u	粥		zhu1		
u	絑		zhu1		
u	罦	罘	fu1		
u	翛		shu1		
u	舒		shu1		
u	菐		fu1		
u	萺		mu1		
u	葍		fu1		
u	葫		hu1		
u	蓇		gu1		
u	蛛		zhu1		
u	觚		gu1		
u	跍		ku1		
u	跗		fu1		
u	軤		hu1		
u	軱		gu1		
u	軲		ku1		
u	辜		gu1		
u	鄏		rhu1		
u	鄐		chu1		
u	鄔	邬	wu1		
u	酤		gu1		
u	酥		su1		
u	鈇		fu1		
u	惡	恶	wu1		
u	㲄		ku1		
u	㽰		shu1		
u	䎌		chu1		
u	䓏		fu1		
u	䞮		tu1		
u	䯉		wu1		
u	傶		zu1		
u	嗕		rhu1		
u	嗚	呜	wu1		
u	媷		rhu1		
u	搊		zhu1		
u	搐		chu1		
u	搙		nu1		
u	楅		fu1		
u	楘		mu1		
u	榅		wu1		
u	榾		gu1		
u	殟		wu1		
u	毹		shu1		
u	溽		rhu1		
u	滀		chu1		
u	瑁		mu1		
u	瘃		zhu1		
u	盝		lu1		
u	督		du1		
u	睦		mu1		
u	睩		lu1		
u	稡		zu1		
u	窟		ku1		
u	窣		su1		
u	筟		fu1		
u	筡		chu1		
u	綀		shu1		
u	綍		fu1		
u	腹		fu1		
u	腽		wu1		
u	蒩		zu1		
u	蓄		chu1		
u	蓐		rhu1		
u	蓩		mu1		
u	蓫		chu1		
u	誅	诛	zhu1		
u	跦		zhu1		
u	鄜		fu1		
u	鄜		lu1		
u	鈽	钸	bu1		
u	鳪		bu1		
u	麁		cu1		
u	滑		gu1		
u	碌		lu1		
u	祿	禄	lu1		
u	嗀		hu1		
u	福		fu1		
u	㦺		rhu1		
u	㮧		wu1		
u	㷤		hu1		
u	䎑		lu1		
u	䐁		du1		
u	䓛		gu1		
u	䛢		tu1		
u	䢦		shu1		
u	䧤		bu1		
u	嗽		su1		
u	嘑		hu1		
u	孵		fu1		
u	寣		hu1		
u	嶀		tu1		
u	廘		lu1		
u	摍		shu1		
u	摝		lu1		
u	摴		chu1		
u	摵		shu1		
u	榖		gu1		
u	歊		hu1		
u	歍		wu1		
u	滹		hu1		
u	漉		lu1		
u	熇		hu1		
u	犓		chu1		
u	瑦		wu1		
u	瑴		gu1		
u	瑹		shu1		
u	箍		gu1		
u	箓		lu1		
u	箛		gu1		
u	膃	腽	wu1		
u	蔌		su1		
u	蔍		lu1		
u	蔟		cu1		
u	裻		du1		
u	裻		su1		
u	複	复	fu1		
u	觫		su1		
u	誧		bu1		
u	誧		pu1		
u	豧		fu1		
u	豧		pu1		
u	趗		cu1		
u	踈		shu1		
u	遬		su1		
u	酷		ku1		
u	雐		hu1		
u	韍		fu1		
u	骲		pu1		
u	骷		ku1		
u	㦌		hu1		
u	㩋		shu1		
u	㯉		chu1		
u	㼾		lu1		
u	㾶		gu1		
u	䅵		ku1		
u	䓵		fu1		
u	䚄		lu1		
u	䠈		tu1		
u	䧼		ku1		
u	墣		pu1		
u	墲		pu1		
u	嫴		gu1		
u	嶏		fu1		
u	幠		hu1		
u	撲	扑	pu1		
u	敷		fu1		
u	樎		shu1		
u	樕		su1		
u	樗		chu1		
u	樞	枢	chu1		
u	歑		hu1		
u	獛		bu1		
u	稸		chu1		
u	穀	谷	gu1		
u	縎		gu1		
u	膚	肤	fu1		
u	艒		mu1		
u	蔬		shu1		
u	蕧		fu1		
u	蝠		fu1		
u	蝮		fu1		
u	螋		shu1		
u	褥		nu1		
u	褥		rhu1		
u	豬	猪	zhu1		
u	趢		lu1		
u	醅		fu1		
u	醏		du1		
u	鋈		wu1		
u	鋪	铺	fu1		
u	鋪	铺	pu1		
u	霂		mu1		
u	餔	哺	bu1		
u	餗		su1		
u	髴		fu1		
u	鳺		fu1		
u	鴀		fu1		
u	麩	麸	fu1		
u	㯟		lu1		
u	㻬		tu1		
u	㻯		tu1		
u	䃚		cu1		
u	䍍		fu1		
u	䍍		ku1		
u	䎔		fu1		
u	䐨		gu1		
u	䜼		gu1		
u	䩣		tu1		
u	䪬		pu1		
u	噣		zhu1		
u	樸	朴	bu1		
u	橭		gu1		
u	橭		ku1		
u	瘯		cu1		
u	磟		lu1		
u	穆		mu1		
u	穌	稣	su1		
u	築	筑	zhu1		
u	篤	笃	du1		
u	糓		gu1		
u	縟	缛	rhu1		
u	耨		nu1		
u	膴		hu1		
u	螐		wu1		
u	謏		shu1		
u	踾		fu1		
u	輸	输	shu1		
u	輹		fu1		
u	錊		zu1		
u	錖		du1		
u	闍		du1		
u	馞		pu1		
u	鴣	鸪	gu1		
u	輻	辐	fu1		
u	諸	诸	zhu1		
u	都		du1		
u	㲉		ku1		
u	䍡		lu1		
u	䒀		fu1		
u	䬌		fu1		
u	䮒		pu1		
u	䰧		hu1		
u	戲	戏	hu1		
u	橾		shu1		
u	歜		chu1		
u	濮		bu1		
u	濲		gu1		
u	燭	烛	zhu1		
u	簇		cu1		
u	簌		su1		
u	簏		lu1		
u	縬		zhu1		
u	縮	缩	shu1		
u	繆	缪	mu1		
u	臅		chu1		
u	藗		su1		
u	螰		lu1		
u	蟀		shu1		
u	襆		bu1		
u	謖	谡	shu1		
u	豰		hu1		
u	轂	毂	gu1		
u	鍑		fu1		
u	鮛		shu1		
u	鮢		zhu1		
u	鮬		ku1		
u	鴮		wu1		
u	鴸		zhu1		
u	黜		chu1		
u	黻		fu1		
u	鼿		wu1		
u	㩤		fu1		
u	䁷		wu1		
u	䉉		gu1		
u	䎘		shu1		
u	䐻		gu1		
u	䔰		fu1		
u	䩲		du1		
u	䱐		fu1		
u	儵		shu1		
u	嚛		hu1		
u	攄	摅	chu1		
u	濼	泺	lu1		
u	濼	泺	pu1		
u	瀦	潴	zhu1		
u	盬		gu1		
u	簠		fu1		
u	簶		lu1		
u	藷	薯	zhu1		
u	藸		zhu1		
u	覆		fu1		
u	謼	呼	hu1		
u	貙		chu1		
u	蹜		shu1		
u	轆	辘	lu1		
u	鎐		zu1		
u	鎢	钨	wu1		
u	鞪		mu1		
u	顝		ku1		
u	馧		wu1		
u	鯆		bu1		
u	鯆		pu1		
u	鵏		bu1		
u	鵚		tu1		
u	麱		fu1		
u	㢝		su1		
u	䑁		wu1		
u	䟉		zhu1		
u	䭮		fu1		
u	櫧	槠	zhu1		
u	櫫	橥	zhu1		
u	犦		bu1		
u	蘇	苏	su1		
u	蠋		zhu1		
u	蹼		bu1		
u	轐		bu1		
u	醭		pu1		
u	鏃	镞	zu1		
u	鏕		lu1		
u	鵨		shu1		
u	麓		lu1		
u	鼄		zhu1		
u	㶆		zhu1		
u	䮩		gu1		
u	䵈		ku1		
u	嚳	喾	ku1		
u	纀		bu1		
u	臛		hu1		
u	襮		bu1		
u	觷		wu1		
u	觸	触	chu1		
u	鶝		fu1		
u	鶩	鹜	mu1		
u	鶻	鹘	gu1		
u	䃴		zhu1		
u	䪁		bu1		
u	䪁		fu1		
u	屬	属	zhu1		
u	蠩		zhu1		
u	鰞		wu1		
u	㶖		shu1		
u	觻		lu1		
u	韣		zhu1		
u	䮸		wu1		
u	䴆		pu1		
u	䶜		ku1		
u	囑	嘱	zhu1		
u	孎		zhu1		
u	矗		chu1		
u	鱟	鲎	wu1		
u	鸀		zhu1		
u	䮽		lu1		
u	斸		zhu1		
u	欘		zhu1		
u	鱬		rhu1		
u	龣		lu1		
u	矚	瞩	zhu1		
u	虪		shu1		
u	釃	酾	shu1		
u	䌵		zhu1		
u	䶥		zhu1		
u	蠾		zhu1		
u	钃		zhu1		
u	麤		cu1		
u	𠋩		fu1		
u	𠌭		shu1		
u	𠞩		shu1		
u	𠨜		wu1		
u	𠫓		tu1		
u	𠭴		zhu1		
u	𠷞		gu1		
u	𠿝		chu1		
u	𡎺		zhu1		
u	𡑣		ku1		
u	𡑧		ku1		
u	𡖯		su1		
u	𡗷		gu1		
u	𡗻		fu1		
u	𡡐		bu1		
u	𡢑		zhu1		
u	𡫺		fu1		
u	𡰪		du1		
u	𡲃		wu1		
u	𡷥		ku1		
u	𡸂		tu1		
u	𡼿		ku1		
u	𡿮		tu1		
u	𢂀		fu1		
u	𢂤		lu1		
u	𢒔		chu1		
u	𢒔		zhu1		
u	𢞣		shu1		
u	𢪃		cu1		
u	𢬳		tu1		
u	𢼹		pu1		
u	𢽴		du1		
u	𣃦		wu1		
u	𣓗		hu1		
u	𣔺		mu1		
u	𣞒		fu1		
u	𣥹		chu1		
u	𣧍		nu1		
u	𣨍		gu1		
u	𣨛		cu1		
u	𣪻		zu1		
u	𣫎		su1		
u	𣫓		ku1		
u	𣫔		du1		
u	𣬜		tu1		
u	𤊸		fu1		
u	𤕟		shu1		
u	𤛹		wu1		
u	𤝞		chu1		
u	𤝹		zhu1		
u	𤞞		gu1		
u	𤠾		chu1		
u	𤬂		du1		
u	𤴰		wu1		
u	𤷚		zhu1		
u	𤽺		lu1		
u	𤿚		cu1		
u	𥂇		lu1		
u	𥂈		bu1		
u	𥂖		lu1		
u	𥆌		gu1		
u	𥉶		lu1		
u	𥌄		ku1		
u	𥓍		du1		
u	𥓎		lu1		
u	𥛞		lu1		
u	𥞴		ku1		
u	𥠵		pu1		
u	𥣜		pu1		
u	𥨍		fu1		
u	𥪋		lu1		
u	𥳇		fu1		
u	𥳉		du1		
u	𥴁		zhu1		
u	𥹃		fu1		
u	𥹵		chu1		
u	𥼡		cu1		
u	𥾛		cu1		
u	𥿇		shu1		
u	𦁕		hu1		
u	𦌟		lu1		
u	𦌿		shu1		
u	𦘴		du1		
u	𦞦		hu1		
u	𦤼		wu1		
u	𦦖		zhu1		
u	𦨉		wu1		
u	𦪇		lu1		
u	𦬂		wu1		
u	𦱒		mu1		
u	𦶀		wu1		
u	𦺗		shu1		
u	𦿁		fu1		
u	𧀮		fu1		
u	𧀴		fu1		
u	𧄔		zhu1		
u	𧄗		zhu1		
u	𧆓		cu1		
u	𧇡		gu1		
u	𧈭		wu1		
u	𧌍		lu1		
u	𧍓		shu1		
u	𧐴		shu1		
u	𧗿		shu1		
u	𧛔		du1		
u	𧜠		shu1		
u	𧝴		du1		
u	𧞐		du1		
u	𧞶		du1		
u	𧣡		gu1		
u	𧦝		hu1		
u	𧫣		su1		
u	𧯩		chu1		
u	𧷿		du1		
u	𧹲		hu1		
u	𧺶		chu1		
u	𧻷		bu1		
u	𧼙		chu1		
u	𧽏		shu1		
u	𧿳		fu1		
u	𨁀		shu1		
u	𨁏		pu1		
u	𨁸		lu1		
u	𨄞		su1		
u	𨌠		lu1		
u	𨍎		mu1		
u	𨏔		lu1		
u	𨑥		hu1		
u	𨑥		wu1		
u	𨚓		fu1		
u	𨛭		shu1		
u	𨜘		wu1		
u	𨬕		gu1		
u	𨴖		chu1		
u	𩅄		lu1		
u	𩑔		ku1		
u	𩑦		wu1		
u	𩖼		fu1		
u	𩘹		shu1		
u	𩢎		du1		
u	𩨳		du1		
u	𩪍		chu1		
u	𩬙		fu1		
u	𩯅		fu1		
u	𩯏		bu1		
u	𩱖		su1		
u	𩱜		rhu1		
u	𩵩		fu1		
u	𩹲		pu1		
u	𩿧		fu1		
u	𪅄		su1		
u	𪇗		gu1		
u	𪇰		bu1		
u	𪋝		su1		
u	𪌯		su1		
u	𪍛		su1		
u	𪍠		ku1		
u	𪏿		zhu1		
u	𪐙		pu1		
u	𪑱		wu1		
u	𪑾		rhu1		
u	𪔿		pu1		
u	𪕸		gu1		
u	𪖶		su1		
u	𪘏		chu1		
u	几		chu2		
u	夫		fu2		
u	无		mu2		
u	无		wu2		
u	殳		chu2		
u	毋		wu2		
u	㚢		nu2		
u	乎		hu2		
u	凸		du2		
u	奴		nu2		
u	宁		chu2		
u	术		shu2		
u	术		zhu2		
u	伏		fu2		
u	如		rhu2		
u	扢		hu2		
u	佛		fu2		
u	刜		fu2		
u	吳	吴	wu2		
u	吴		wu2		
u	吾		wu2		
u	巫		wu2		
u	扶		fu2		
u	抇		hu2		
u	抔	抱	pu2		
u	芙		fu2		
u	芣		fu2		
u	䢐		cu2		
u	呣		mu2		
u	咈		fu2		
u	坲		fu2		
u	坿		fu2		
u	妯		zhu2		
u	孥		nu2		
u	帑		nu2		
u	弧		hu2		
u	徂		cu2		
u	怫		fu2		
u	服		fu2		
u	杸		chu2		
u	枎		fu2		
u	沭		shu2		
u	泭		fu2		
u	狐		hu2		
u	苻		fu2		
u	述		shu2		
u	陎		chu2		
u	㭔		lu2		
u	匍		pu2		
u	复		fu2		
u	枹		fu2		
u	柚		zhu2		
u	殂		cu2		
u	毒		du2		
u	洑		fu2		
u	洙		chu2		
u	洳		rhu2		
u	炢		zhu2		
u	炥		fu2		
u	玸		fu2		
u	瓳		hu2		
u	畐		fu2		
u	突		du2		
u	罘		fu2		
u	胡		hu2		
u	茯		fu2		
u	茱		chu2		
u	茹		rhu2		
u	郚		wu2		
u	除		chu2		
u	㹳		wu2		
u	㼡		chu2		
u	㾄		du2		
