aqchiuqxi 阿屈死
tothiq 倒貼
tocioe 倒酒
totzo 倒灶
tonpeube 東半爿
tzupeube 左半爿
tsoqpiqciaq 戳壁腳
tzopiqci 灶壁蟣
tzoqpedoe 捉板頭
thaqpidoe 搨扁頭
thepehu 推扳貨
tzophike 灶披間
tsoepaqkua 醜八怪
tanphoqkheq 打扑克
tsypanngan 翅膀硬
chiapange 笡巴眼
tsauping 叉扁魚
tanpophio 打包票
tzoqpaupin 捉把柄
thiopanpan 挑弸弸
tiopantzy 吊膀子
tanpaqtzeq 打八折
thopetzan 討扳帳
thipotsan 天疱瘡
thiqpetintin 鐵板釘釘
thepeveqchi 推扳勿起
tsape 差板
tsaupe 差板
tsapeveqchi 差板勿起
tsaupeveqchi 差板勿起
tsoraubau 抄下巴
tiraudoe 底下頭
tseqrerau 出言話
thirausyka 天下世界
tzyrontseloq 朱紅慘綠
chirauverau 千話萬話
tsange 差眼
tsanka 廠家
tsanbeu 窗盤
tsankon 唱功
tsanku 唱歌
tsanli 窗簾
tsanmen 窗門
tsanyin 蒼蠅
tsaqciaq 赤腳
tsaqdoe 赤豆
tsaqian 插秧
tsaqkhon 拆空
tsaqpoq 赤膊
tsaqsy 斥尿
tsaqtan 插檔
tsaqto 鍤刀
tsaqtsaq 坼坼
tsaqtsen 尺寸
tsaqu 斥屙
tsati 差點
tsaunga 叉牙
tsaupe 差扳
tsauran 車行
tsauchian 叉槍
tsautzy 車子
tsauze 車站
tzaqsoeboqciaq 紮手縛腳
thosoeciaq 討手腳
tzusoeciaq 做手腳
thisoeciaq 添手腳
thisoeciaq 替手腳
tsoqxincin 觸心旌
taqsedoe 搭訕頭
tsedoe 菜豆
tsencieu 春捲
tsendoe 春頭
tsenkhu 襯褲
tsenpu 襯布
tsense 襯衫
tsenxin 稱心
tseqchi 出去
tseqdo 出道
tseqdoe 出頭
tseqkhaq 出客
tseqle 出來
tseqlo 出老
tseqmen 出門
tseqmi 出面
tseqsoe 出手
tseqson 出送
tseqson 出鬆
tseqsy 出水
tseqsy 出世
tseqten 出燈
tseqthan 出趟
tseqtheq 出脫
tseqtsa 出差
tseqtse 出產
tseqtzan 出帳
tseqcin 出精
tseqzan 出場
tseron 彩虹
tsesoe 攙手
tseto 菜刀
tseudan 穿堂
tseupan 穿繃
tseve 菜飯
tsevu 產婦
tsewu 攙和
tzusangniq 做生日
chinsyhu 清水貨
thaqxiqhauko 搨雪花膏
toesani 兜生意
chiansani 搶生意
thasyi 太師椅
tzusani 做生意
ching 千魚
chiadoe 笡頭
chiannga 搶牙
chianbaq 搶白
chianpau 槍笆
chiantzy 搶嘴
chiaqbi 芍陂
chibi 槧皮
chinau 青蛙
chinng 青魚
chincieu 親眷
chindeu 青糰
chindin 蜻蜓
chinka 親家
chinli 青蓮
chinmen 請問
chinsan 清爽
chinthan 清湯
chintse 青菜
chinchiq 親切
chinchiq 親戚
chintso 青草
chioethi 秋天
chioechi 鞦韆
chiqdji 七件
chiqdjin 切近
chiqgni 七年
chiqmeq 砌末
chiqreq 七個
chitzy 妻子
tsanseku 唱山歌
chinsykuanthan 清水光湯
tsaqsykhaxian 斥尿揩香
tsoxianmau 吵相罵
tzusaumh 做舍姆
tsoban 草棚
tsodoe 草頭
tsoecin 抽筋
tsoethi 抽屜
tsoetoe 抽斗
tsoezon 臭蟲
tsokhaq 吵客
tsonhau 蔥花
tsonloq 蔥綠
tsophio 鈔票
tsopo 草包
tsoqchi 觸氣
tsoqkhaq 促掐
tsoqkhaq 甴曱
tsoqsan 畜牲
tsoqtse 戳鏟
tsoqci 觸祭
tsoqtzy 戳子
tsosoe 抄手
tsothan 抄湯
tsochi 草千
tsovan 草房
chiqsoepaqciaq 七手八腳
tseqseqrau 出說話
texinsy 擔心思
tuxinsy 多心思
tanxioseubeu 打小算盤
tanxiantan 打相打
teusetsen 短三春
tiosantzy 吊嗓子
chinsythan 清水湯
tzasoetzaciaq 爪手爪腳
tsusoetsuciaq 粗手粗腳
taqsoetaqciaq 搭手搭腳
insytsoqkhaq 陰司觸揢
insytsoqkhaq 陰司促掐
tuseqturau 多說多話
tzoqxitzoqweq 作死作活
tzauxitzauweq 詐死詐活
tsuhu 粗貨
tsutsen 初春
thoxinvu 討新婦
chiseuveci 千算萬計
tzusanweq 做生活
thosanweq 討生活
tzensanweq 真生活
tsybau 齒耙
tsydi 此地
tsyhu 次貨
tsylen 齒輪
tsyli 處理
tsypan 翅膀
tsyphin 次品
tsysu 廁所
tsyve 粢飯
tanciba 擋箭牌
thetiba 攤底牌
toetoebeubeu 兜兜盤盤
cioetzobiqdoe 酒糟鼻頭
thotzaciu 討債鬼
tintseqchi 頂出去
chinchincieucieu 親親眷眷
tiqtiqdoe 扚扚頭
tsoqciqdoe 戳節頭
thitsadichi 天差地遣
tsantsaqdexi 唱拆臺戲
toetife 兜底翻
tantzongnin 當中人
tzaqtaqiqkhoe 紮搭一口
tintzenku 頂針箍
taqteqkoe 搭得夠
cintankuan 精打光
tantzonko 打中覺
tsonteqku 充得過
tzeqtzeukhuen 側轉睏
citzykugnian 尖嘴姑娘
tiqtiqkuaqkuaq 的的呱呱
thiotzykaqzeq 挑嘴隔舌
theqtikueuze 脫底棺材
tzychinli 紫青蓮
tzythinloqcieu 諸親六眷
chiatemi 笡對面
thiqtemi 貼對面
tzentzymi 珍珠米
chinthanmi 清湯麵
tzutheqnon 做脫儂
thoetzennge 偷針眼
tzentenpe 砧墩板
tsaqtseupan 拆穿繃
tzycinpaqkua 諸精百怪
chiqtzypaqtaq 七嘴八搭
chiqtinpaqto 七丁八倒
chiqtipaqto 七顛八倒
thetzosy 坍招勢
tantseqsoe 打出手
chincioesy 請酒水
tantinxin 打頂心
tontoqxigue 東厾西摜
tsaqtzesyji 赤嶄勢齊
tzonchioeciq 中秋節
taqtaqti 溚溚渧
thiqtantzon 貼當中
tzentantzon 正當中
thutzyten 兔子燈
tsetontse 採冬採
toeteqtzeu 兜得轉
thutenten 土墩墩
tsoqchito 戳千刀
tzoqthiqtzy 捉帖子
tzoqthitzoqdi 作天作地
tiotzeutsoqkhaq 刁鑽觸揢
tiotzeutsoqkhaq 叼鑽促掐
tseqcintseqkua 出精出怪
tzoqcintzoqkua 作精作怪
thiqthiqtantzon 貼貼當中
tzatzatseqtseq 抓抓出出
tititsoqtsoq 點點觸觸
tiqtiqtsontson 跌跌蹱蹱
tsoqchiantsoqci 戳槍戳箭
tutzytuzeq 多嘴多舌
tzeqcinveqtseq 祇進勿出
cioetzeuwudu 酒醉糊塗
tothiqwudoe 倒貼戶頭
tantzonwanli 當中橫裏
citzyweqsen 尖嘴猢猻
taqteqzaq 搭得着
thaqtzyzenko 搨嘴脣膏
tsoqtzejixin 簇嶄全新
tuciu 賭鬼
cianuede 醬煨蛋
tukhaq 賭客
thiquchin 鐵烏青
tutzy 肚子
teveqchi 對勿起
tsyvedeu 粢飯糰
taqveqkoe 搭勿夠
tsyveko 粢飯糕
tivenlian 掂份量
chiqveqlochi 七勿老起
teveqlondoe 對勿攏頭
chiqveqlose 七勿老三
tiqveqto 跌勿倒
teveqzy 對勿住
ciovezy 焦飯糍
tzonvezenkuan 中飯辰光
thewanba 攤王牌
tonwandoe 東橫頭
tzonwandoe 中橫頭
tanwaqdaq 打滑跶
tiowekhoe 吊胃口
tanwephio 打回票
thiowanphu 跳黃浦
theweveqchi 攤為勿起
tzanwuyan 裝胡羊
thoxiudoe 討虛頭
tsaqxionde 叉胸袋
chioexianloq 秋香綠
thixioteq 天曉得
theqyunciaq 脫雲腳
tzyyoecin 豬油筋
thayandoeli 太陽頭裏
tsaqyanleu 斥洋爛屙
tzoqyamho 捉野貓
thayanngecin 太陽眼鏡
tsonyoepin 蔥油餅
chiyipaqpi 千嫌百鄙
tseqyanxian 出洋相
tioyisy 吊鹽水
tzenyathi 整夜天
cianyoeti 醬油店
tzuyatzoq 做夜作
taqyatzoq 搭夜作
tzuyuqtzy 做月子
tzenyuqtsuiq 正月初一
tanyeuzan 打圓場
teyizen 撢簷塵
chinyonzau 請用茶
tzantzy 帳子
tzantzy 爭嘴
tzanzo 漲潮
tzali 笊籬
tzanlan 蟑螂
tzanyan 裝佯
tzanyan 裝樣
tzapa 喳吧
tzaqcin 揝勁
tzaqdji 着棋
tzaqgni 紮膩
tzaqkoe 摘勾
tzaqtzy 紮致
tzasoe 爪手
tzaude 炸彈
tzaugnin 詐人
tzaulo 遮牢
tzyzenbi 嘴脣皮
thiojianbicin 跳橡皮筋
tanzyci 打字機
thuzeqdoe 吐舌頭
tsanzondoexi 唱重頭戲
tzegnioq 劗肉
tzenoq 正屋
tzengniq 整日
tzenho 正好
tzenxin 尊姓
tzensoe 正手
tzencioe 斟酒
tzentzon 正宗
tzentzoq 准足
tzenji 整齊
tzeqio 祇要
tzeqkhuen 側睏
tzeqpu 織布
tzeqzen 摯誠
tzeuchi 轉去
tzeudoe 磚頭
tzeudon 轉動
tzeule 轉來
tzeumen 專門
tzewe 再會
chianzanfon 搶上風
thozai 討惹厭
cing 鯽魚
ciancin 獎金
cianwu 漿糊
cianyoe 醬油
cianzy 將如
ciafu 姐夫
ciacia 姐姐
cinchi 進去
cingnioq 腈肉
cinkua 精怪
cinkuan 精光
cinkuaq 精刮
cinle 進來
cinsen 進深
cintzan 進帳
cinzen 進城
cioeiq 酒靨
cioede 酒潭
cioeka 酒家
cioepe 酒杯
cioesy 酒水
cioetzon 酒盅
ciqdoe 節頭
ciqtzoq 漬浞
ciqtzy 接嘴
ciqzy 脊柱
cito 剪刀
cici 淺淺
citzy 尖嘴
ciqzykueq 脊柱骨
chiojioeleqpi 繰袖捋臂
tzuzymi 做市面
tsanzanmi 撐場面
tsanzymi 闖市面
tzodoe 找頭
tzoechi 走氣
tzoeci 調飢
tzoefon 走風
tzoegni 週年
tzoeho 走好
tzoelu 走路
tzoemi 走味
tzoeyan 走樣
tzoeyoe 走油
tzoesy 走水
tzoke 灶間
tzokhu 罩褲
tzolan 早浪
tzole 罩籃
tzonian 種秧
tzonchi 中氣
tzondi 種地
tzondi 種田
tzondoe 鐘頭
tzongniaq 粽箬
tzongnin 中人
tzonhue 中灰
tzonkue 總歸
tzonlan 中浪
tzonroq 中學
tzonsan 忠牲
tzonsan 眾牲
tzonseu 總算
tzonsy 中暑
tzontzy 粽子
tzonve 中飯
tzophi 照片
tzoqbe 竹爿
tzoqdjioe 足球
tzoqdo 斫稻
tzoqdo 作道
tzoqdoe 竹頭
tzoqgniaq 竹箬
tzoqgniq 作孽
tzoqhau 斫花
tzoqkniq 作孽
tzoqkue 足歸
tzoqmaq 斫麥
tzoqng 捉魚
tzoqpu 竹布
tzoqsen 竹筍
tzoqxi 作死
tzoqten 竹凳
tzoqthaq 竹榻
tzoqto 斫刀
tzoqxin 作興
tzoqyon 作用
tzoqza 斫柴
tzoqzan 竹床
tzose 罩衫
tzoxi 早先
tzosoe 搔手
tzotzy 棗子
tzove 早飯
tzowe 照會
tzoyan 照樣
tzoyan 搔癢
tsaqzantsaqrau 擦上擦下
tzugnin 做人
tzukon 做工
tzulon 做弄
tzumi 左面
tzupi 左邊
tzusa 做啥
tzusoe 左手
tzuchiq 做七
tzutzoq 做作
tzuxi 做戲
tuzyvaqtzoe 賭誓罰咒
tzyi 注意
tzycin 紙筋
tzydoe 紙頭
tzygnin 主人
tzygnioq 豬肉
tzykeu 豬肝
tzylio 知了
tzylu 豬玀
tzymau 芝麻
tzypau 嘴巴
tzypha 支派
tzyrau 疰夏
tzyron 紫紅
tzyseq 知識
tzyseq 紫色
tzyxi 仔細
tzytseq 支出
tzytzy 珠珠
tzytzy 蜘蛛
tzyyoe 豬油
tzyzen 嘴脣
tzyzen 滋潤
tzyjia 豬塮
uia 烏鴉
uante 橫對
uankhon 枉空
uanroe 往後
uaqgni 挖耳
uaqkhaq 挖掐
uaqkhaq 挖揢
uciudedjio 烏龜抬轎
uciu 烏龜
uenduci 溫度計
udjiusen 萵苣筍
ueudoeueuciaq 碗頭碗腳
uechiuq 委屈
uendu 溫度
uensen 瘟牲
uenthen 溫吞
ueqseq 殟塞
ueqseq 歿塞
ugnitaqsy 捂泥搭水
uhu 於戲
ukhu 焐窠
ulimeli 烏裏埋裏
ulimali 烏裏買裏
uliutzo 污裏污糟
ulara 兀賴鞋
uanroechi 往後起
usudoe 捂酥豆
uxin 焐心
usuthi 烏蘇天
usu 烏蘇
uetzomho 煨灶貓
utoe 捂抖
uchiqpaqtzo 烏七八糟
uenthensy 溫暾水
uchi 烏千
utsautzan 捂痧脹
uaqtzyaqkhaq 挖仔挖掐
ueuegnio 彎彎繞
uzeqng 烏賊魚
vanke 房間
vanlian 房樑
vantzy 房子
vaqtzoe 罰咒
veqciteq 勿見得
veqchiqxian 勿吃香
vecinyoe 萬金油
veqdjioegnin 勿求人
veueu 飯碗
vedji 犯忌
vedon 飯桶
vegnin 犯人
vekhu 飯窠
vekue 犯規
vele 飯籃
velu 飯籮
vene 煩難
venlian 份量
venman 文盲
veno 煩惱
vente 文旦
veqli 物理
veqba 勿罷
veqcin 勿經
veqde 勿談
veqdjiq 勿及
veqdon 勿動
veqfan 勿放
veqho 勿好
veqio 勿要
veqkhua 勿快
veqle 勿來
veqma 勿買
veqmeu 勿滿
veqpeq 勿撥
veqpi 勿比
veqsaq 勿煞
veqxian 勿想
veqxio 勿消
veqson 勿送
veqtu 勿多
veqwe 勿會
veqxian 勿響
veqxiu 勿許
veqzen 勿曾
veqzeu 勿然
veqzy 勿是
vete 飯單
veti 飯店
vetso 飯抄
vezaq 犯着
vezeu 帆船
vezoq 飯勺
vezy 飯糍
veqfenkhe 勿分開
veqgniveqse 勿二勿三
veqholeq 勿好勒
veqhueuxi 勿歡喜
veqiocin 勿要緊
vidoq 唯獨
veqiokhaqchi 勿要客氣
veqiorau 勿要話
vicin 味精
veqkueutzan 勿管帳
veqkeveqka 勿尷勿尬
veqlinben 勿靈笨
veqlochi 勿老氣
veqlichi 勿連牽
veludoe 飯蘿頭
veqlese 勿來三
velothabu 煩老太婆
veqlezy 勿來事
vemiseu 飯米糝
veqngesa 勿礙啥
veqngezy 勿礙事
voesy 浮屍
voeza 浮惹
vonvon 縫縫
vonwan 鳳凰
voqli 伏裏
voqthiq 服帖
vipulu 微波爐
vephotzoq 飯泡粥
veqsanchi 勿爽氣
veqseqdoe 勿識頭
vuxidi 無線電
veqseqhu 勿識貨
veqseqi 勿適意
voeseqleurau 浮說亂話
veqsansy 勿生勢
vusytzy 舞獅子
veqseveqsy 勿三勿四
veqxiveqweq 勿死勿活
veqtucizy 勿多幾時
vithamin 維他命
veqtseqmen 勿出門
vitzysu 味之素
veqtseqthan 勿出趟
ventendoe 墳墩頭
veqteqveqzeu 勿得勿然
veqtzoqxin 勿作興
vuthiyadi 無天野地
vulu 霧露
vuthi 扶梯
veveqchinsan 煩勿清爽
veqyeuson 勿遠送
vonzenci 縫紉機
veqzeqdio 勿入調
vujianmoqpiq 撫牆摸壁
vezoqtzy 飯勺子
veqzeqveqdio 勿入勿調
veqzaqveqloq 勿着勿落
wadjiq 淮劇
wanli 橫裏
wanpan 橫繃
wantan 橫檔
wanzy 橫豎
wagnin 壞人
wanng 黃魚
wandoe 黃豆
wangnioe 黃牛
wankau 黃瓜
wanlan 黃狼
wanpaq 忘八
wansau 黃沙
wanzeu 黃鱔
waqdaq 滑跶
watheq 壞脫
wayun 懷孕
wancinkau 黃金瓜
waqcixi 滑稽戲
wandogniq 黃道日
wandogniqciaq 黃道日腳
wedoesani 回頭生意
yusau 緯紗
weio 還要
wedoe 回頭
wegnin 回韌
weho 還好
wemen 回門
wemeu 為滿
wenden 餛飩
wenlin 魂靈
wentzan 混帳
weqke 活該
weqloq 活絡
weqsen 猢猻
wesa 為啥
wetaq 回答
weteq 會得
wetso 還鈔
wetso 彙鈔
wetzu 會做
wetzy 為仔
wetzy 還嘴
weuciq 完結
weyi 串夷
wezo 回潮
wangnioecikaq 黃牛肩胛
wangnilu 黃泥螺
wanhuendoe 黃昏頭
wanhaha 黃哈哈
wankezyke 橫揀豎揀
wenlindoe 魂靈頭
wenlinxin 魂靈心
walianxin 壞良心
wenlinsesen 魂靈三聖
weqlenthen 囫圇吞
wulicin 狐狸精
welewechi 為來為去
weqliweqloq 活裏活絡
wanlixian 橫裏向
wanmethi 黃梅天
wanngdubi 黃魚肚皮
wanngnotzy 黃魚腦子
wanngxian 黃魚鯗
wanngatse 黃芽菜
wanngtsau 黃魚車
wupode 荷包蛋
wanphanloq 黃胖綠
wepomen 回報門
wanpaqpaq 王伯伯
weqpiqpoq 活筆剝
weqpoqxithio 活剝鮮跳
waphetzy 壞坯子
wuxioneu 護小囝
weqsenphiku 猢猻屁股
wesense 衛生衫
wesathi 為啥體
wanzywan 橫豎橫
wansywan 橫豎橫
weseqwerau 會說會話
wansyyin 橫輸贏
wetzeuchi 回轉去
wetzugninka 會做人家
wantsylan 黃鼠狼
wantuli 橫垛裏
wantulixian 橫垛裏向
wucing 河鯽魚
weqtheqsyjian 活脫勢象
wenthiwudu 混天糊塗
wetzywezeq 回嘴回舌
wudan 河塘
wudio 和調
wudiq 蝴蝶
wudjiq 滬劇
wudo 胡桃
wulon 喖嚨
wuloq 湖綠
wupan 河浜
wusen 河身
wusu 鬍鬚
wuthi 胡梯
wutsau 護叉
wuyo 胡淆
wuzan 河床
wuzan 和尚
wuzy 護士
waqwuthi 滑胡梯
wuyiqpi 荷葉邊
wazythi 壞事體
wezothi 還潮天
wanzywan 橫豎橫
xiuqaqko 血壓高
xianbiqdoe 香鼻頭
xibithaqli 嘻皮搨臉
xiondandoe 胸堂頭
xiondidoli 兄弟道理
xieudjieuleqpi 揎拳捋臂
xiuqdoesy 噱頭勢
xidjiveqsaq 稀奇勿煞
xikaqkaq 妗格格
xiani 香煙
xianku 香菇
xianlin 鄉鄰
xianrau 鄉下
xiancio 香蕉
xianjin 香蕈
xianibatzy 香煙牌子
xidan 喜糖
xide 喜蛋
xidji 希奇
xiku 喜果
xinchiu 興趣
xioexiq 休息
xionbu 胸脯
xionkhoe 胸口
xioteq 曉得
xipo 顯寶
xiqciaq 歇腳
xiqliq 歇力
xianisau 香煙紗
xichiaq 喜鹊
xiunng 燻魚
xiuqdoe 噱頭
xiuqkueu 血管
xiutu 許多
xizy 喜事
xionkhoedoe 胸口頭
xiankautzy 香瓜子
xianmikhon 香面孔
xiuqngaron 血外紅
xianraudoe 鄉下頭
xiqxiqciaq 歇歇腳
xixihaha 嘻嘻哈哈
xiuqxiuqron 血血紅
yaci 野雞
yadoe 夜頭
yanbeu 洋盤
yande 陽臺
yandi 洋鈿
yanko 洋鎬
yankoq 湯谷
yankoq 暘谷
yanlioe 楊柳
yanme 楊梅
yanpu 洋布
yanse 洋傘
yanxiq 烊雪
yantin 洋釘
yantzy 養子
yanyan 樣樣
yagnian 爺娘
yakhua 夜快
yali 夜裏
yaxio 夜宵
yasoq 爺叔
yato 夜到
yave 夜飯
yawu 夜壺
yaqyan 櫟陽
yanbaqdoe 洋白頭
yanbaqnge 洋白眼
yanchifon 羊氣瘋
yancinpan 洋涇浜
yoedobeu 有道伴
yudede 圍袋袋
yodoehueno 搖頭甩腦
yudoeli 雨頭裏
yadilan 夜啼郎
yuqdonmen 月洞門
yeudemi 圓檯面
yoedoevu 油豆腐
yoedoewaqno 油頭滑腦
yoediyeu 郵遞員
yadoeyano 野頭野腦
yeuseq 玄色
yeutzy 圓子
yeutzy 院子
yanfonlu 洋風爐
yangniqdoe 旺日頭
yognipau 搖尾巴
yoehueciqkhaq 油灰節甲
yinhuzon 螢火蟲
yifu 姨夫
yilha 伊拉
yoeiomcin 有要嘸緊
yimha 姨媽
yindjin 引擎
yinfoq 幸福
yinkhue 幸虧
yinxi 引線
yipi 嫌鄙
yireq 伊個
yisy 現世
yiyoe 蜒蚰
yize 現在
yize 延涎
yoekancioe 有講究
yakhuadoe 夜快頭
yakhuadon 夜快同
yoekandoe 有講頭
yankhedon 洋鉛桶
yaqkueudoe 藥罐頭
yukaqxiq 雨夾雪
yikhexio 現開銷
yoekazy 有介事
yoeledoe 有來頭
yeuledoe 遠來頭
yalodoetzy 爺老頭子
yilhareq 伊拉個
yeulewuzan 遠來和尚
yalixian 夜裏向
yoeloya 有老爺
yanlioezy 楊柳樹
yoemicin 油麵筋
yoemaudoe 遊碼頭
yumauhau 雨麻花
yomipau 搖尾巴
yanmose 羊毛衫
yamexiociu 野蠻小鬼
yamexioneu 野蠻小囝
yoemitzy 有面子
yunadoe 芋奶頭
yoengodoe 有熬頭
yoengekuan 有眼光
yannheunheu 洋囡囡
yoei 有意
yoeio 又要
yoenge 有眼
yoecin 有勁
yoedio 油條
yoedo 有道
yoegnioq 油肉
yoeku 油鍋
yoelu 有路
yoepi 右邊
yoesa 有啥
yoexin 有心
yoesoe 右手
yoesu 有數
yoeten 油燈
yoeteq 有得
yoechin 有請
yoechiq 油漆
yoetzon 有種
yoexi 有喜
yondoe 用頭
yongnin 傭人
yonkhon 用空
yonsoe 用手
yontsy 用處
yonzan 用場
yoqben 浴盆
yoqseq 浴室
yothan 舀湯
yotzy 鷂子
yoepohau 油爆蝦
yeupiqhuehue 懸筆揮揮
yopoqlanku 搖卜郎鼓
yanphopho 洋泡泡
yoesumaq 有數脈
yanximi 洋籼米
yoexiamxia 有寫嘸寫
yanxioneu 養小囝
yisypo 現世寶
yisypo 現世報
yoexinxian 有心想
yoexinsy 有心思
yonxinsy 用心思
yanseyu 洋山芋
yoesenyun 有身孕
yoesuyoemaq 有數有脈
yoexinyoexian 有心有想
yatodoe 夜到頭
yoetaqdoe 有搭頭
yoechindoe 有清頭
yotzyfesen 鷂子翻身
yoetzehu 油盞火
yuthakon 雨太公
yoetzykaqgni 油滋隔膩
yitseqkuayan 現出怪樣
yantsenmi 陽春麵
yantionheu 養刁囡
yantzanpiqse 洋裝癟三
yateqtseq 野得出
yatseqsy 夜出世
yoetentzy 油墩子
yantsenthichi 陽春天氣
yoetzontseqtzon 有種出種
yeutzeuue 遠轉彎
yitsoyima 現炒現賣
yeuchiqyeupaq 遠七遠八
yuban 雨棚
yucin 圍巾
yudoe 雨頭
yuni 雲翳
yuna 芋艿
yunchi 運氣
yundo 運道
yuphi 雨披
yuqbaq 月白
yuqci 月季
yuqdjiq 越劇
yuqdoe 月頭
yuqdon 月洞
yuqdu 月大
yuqlian 月亮
yuqliq 月曆
yuqpeu 月半
yuqpin 月餅
yuqsan 月生
yuqxio 月小
yuqtzon 月中
yuqtzy 月氏
yuqzeq 月蝕
yusen 圍身
yutoe 圍兜
yuzan 餘剩
yuze 圍涎
yuqvenba 月份牌
yavutzy 也無知
yoeveqyoe 有勿有
yonveqzaq 用勿着
yoeweka 有還價
yawuli 夜壺臉
yawuxian 夜壺箱
yiyankuaqtaq 異樣刮嗒
yoeyanmyan 有樣嘸樣
yanyoeten 洋油燈
yinyonveqtseq 形容勿出
yoezeudoe 有纏頭
yanzydoe 揚樹頭
yoezaqkue 油煠燴
yeuzynge 遠視眼
yinzosan 營造商
yoezanxin 有長心
yazenxi 夜神仙
zau 射屙
zabe 柴爿
zachi 惹氣
zacin 惹勁
zandu 長大
zanfu 丈夫
zangnin 丈人
zanhau 場化
zankhu 長褲
zanmh 丈姆
zanmhu 丈母
zanphau 常怕
zanten 長凳
zanteu 長短
zantzan 常莊
zantzy 長子
zanyeu 長遠
zanyu 剩餘
zanngoq 上顎
zanchi 上去
zancin 上勁
zancin 上緊
zanciq 上級
zandoe 上頭
zanhe 上海
zanhoq 上霍
zanle 上來
zanlu 上路
zanmi 上面
zanpe 上班
zanphu 床鋪
zantsau 上車
zanchin 藏青
zantzan 上裝
zantzo 上照
zaqci 宅基
zaqciaq 閘腳
zaqdi 宅第
zaqdoe 石頭
zaqhue 石灰
zaqkan 着港
zaqlan 着冷
zaqliq 着力
zaqxiq 石屑
zaqzeq 着實
zasy 射尿
zyautsau 樹枒杈
zaci 柴穧
zaufan 茶坊
zauhau 茶花
zaupe 茶杯
zauwu 茶壺
jianbiqdoe 象鼻頭
jianbing 橡皮魚
jianbiveueu 橡皮飯碗
zencinbin 神經病
jicigni 前幾年
zeqcigniq 十幾日
zanciaqlusy 長腳鷺鷥
jiciaqroeciaq 前腳後腳
zanchiansy 上腔勢
zencintaqtsu 神經搭錯
zanciaqyu 長腳雨
zeudoecin 纏頭勁
zendoefon 陣頭風
zodoegnioq 潮頭肉
zeqdoeken 舌頭根
zoedoko 壽桃糕
zeqdoekoeno 賊頭狗腦
zaqdile 着地雷
zandemi 上檯面
zoedenmoqkau 揂藤摸瓜
zoedoemautzy 壽頭碼子
zodoeneu 兆頭囝
zoedoepechi 壽頭板氣
zeudoesy 纏頭勢
zydonse 自動傘
zedoesytzoq 賺頭勢足
zandiotzy 長條子
jiandoetso 牆頭草
zendoeyu 陣頭雨
zeciq 蛅蝍
zebu 儕部
zedoe 賺頭
zedoe 站頭
zeku 罪過
zeli 財禮
zelo 饞癆
zenchi 神氣
zendjioe 仍舊
zenhu 陳貨
zenkuan 辰光
zenmin 人民
zenxin 存心
zenxin 誠心
zenxin 順心
zensoe 順手
zentan 順當
zentzy 繩子
zenwu 任何
zenxion 仁兄
zenyi 腎炎
zenyu 陣雨
zanyu 剩餘
zenyu 剩餘
zephe 饞坯
zeqchian 賊腔
zeqcin 直徑
zeqciq 實結
zeqdan 食堂
zeqdji 十件
zeqdoe 舌頭
zeqgni 十年
zeqli 直裏
zeqneu 姪囡
zeqpen 蝕本
zeqpen 折本
zeqphe 賊坯
zeqreq 十個
zeqtan 直檔
zeqthoe 賊偷
zeqtzy 侄子
zeqze 實在
zethu 涎唾
zeciq 蛅蝍
zeudoe 纏頭
zeudoe 蠶豆
zeufu 船伕
zeugniq 罪孽
zeura 船鞋
zeutsan 船廠
zevon 裁縫
zanfondoe 上風頭
zenfongnitu 順風耳朵
zofeto 造反到
zenfonzensy 順風順水
zangninaqpaq 丈人阿爸
jingniqdoe 晴日頭
zengnili 陳年裏
zangninlodoe 丈人老頭
zeqgniqpaqya 十日八夜
jignitzy 前年仔
zoqgniqtzy 昨日仔
jigniqtzy 前日仔
jinhoesy 尋呴勢
jinhueutzoqloq 尋歡作樂
zenhuentito 神昏顛倒
jiachi 邪氣
jiandoe 牆頭
jianpiq 牆壁
jiansaq 像煞
jiajia 謝謝
jibu 全部
jichio 齊巧
zeniociukua 神妖鬼怪
jidoe 前頭
jigni 前年
jigniq 前日
jigniq 全日
zeqiolekue 直腰懶慣
jimi 前面
jindan 餳糖
jingnieu 情願
jingnin 情人
jinthi 晴天
jinciq 情節
jioekhua 就快
jioetho 袖套
jioetzoe 就走
zoiqpau 兆一把
jiqxi 絕細
jiqtzy 蓆子
zeniti 成衣店
jitzen 齊整
jiya 全夜
zeqkueqdoe 賊骨頭
zykadoli 自家道理
zykagnin 自家人
zeukaqgni 纏夾二
zaqkaqlonton 雜格龍冬
zaqkaqlenten 雜格倫敦
jinkennga 盡根牙
zukanheu 坐家囡
zekuxian 罪過相
zaqkuaqsyngan 石刮勢硬
zenkhuensoqpan 繩捆束綁
zaukueuti 茶館店
jinkhonthochi 尋孔討氣
zaqkuaqthinngan 石刮挺硬
zaqkuaqthiqngan 石刮鐵硬
jinkhuaweq 尋快活
zykawu 住家戶
zankayi 上街沿
zylendu 市輪渡
jiliangni 前兩年
jiliangniq 前兩日
zylehu 自來火
zylinle 士林藍
zelophe 饞癆坯
zaqleutzy 石卵子
zenlixian 城裏向
zeqlixian 直裏向
zelozon 饞癆蟲
zanmhugnian 丈母娘
zanmhgnian 丈姆娘
zanmengniuxiu 上門女婿
jinmenlu 尋門路
zoqmenzoqlu 熟門熟路
jianmujianyan 象模象樣
zengakhua 賺外快
